acc_t,acc_x,acc_y,acc_z,gyr_t,yaw,roll,pitch,gyr_x,gyr_y,gyr_z,acc_x_2,acc_y_2,acc_z_2,quat_x,quat_y,quat_z,quat_w
12745.77946425,-0.0123443603515625,0.0180206298828125,-1.006500244140625,12745.77449625,-0.0095415883625545,-0.0165987745294923,-0.0202172999502922,-0.0048188474029302,0.0424645766615867,0.0069595370441675,0.0058066565543413,-0.0112284272909164,-0.0033633112907409,-0.0101476066453659,-0.0082505498572702,-0.0046864757644791,0.999903495686816
12745.78940041667,-0.0115966796875,0.0157470703125,-1.001998901367188,12745.78443241667,-0.009457319389798,-0.0163087782244906,-0.020237988435028,-0.0095062777400016,0.0281950905919075,0.0103870257735252,0.0039603561162948,-0.0022159069776535,-0.0068379640579223,-0.0101569284662114,-0.0081059431752896,-0.0046457316725978,0.9999047992279164
12745.79933741667,-0.017730712890625,0.0148773193359375,-0.9940948486328124,12745.79436941667,-0.0094296417869689,-0.0157993836805387,-0.0203754676720695,-0.025801358744502,0.0756052508950233,-0.0029627350158989,0.0041987672448158,-0.0046269185841083,-0.002331256866455,-0.0102243688116126,-0.007851080449823,-0.004633934438182,0.9999062542036304
12745.80927441667,0.042633056640625,0.0038604736328125,-1.0089111328125,12745.80430541667,-0.0095991236545707,-0.014618995177773,-0.0207207684230711,-0.0375219359993934,0.1786831766366959,-0.0638684332370758,-0.0031153755262494,-0.0058418959379196,0.005583643913269,-0.0103948827062517,-0.0072592330456229,-0.0047234312489223,0.9999084777707282
12745.81921141667,-0.0096588134765625,0.01702880859375,-0.9714508056640624,12745.81424241667,-0.0101997745605154,-0.0139132933100908,-0.0211487275250525,-0.0015056086704134,0.165892168879509,0.0457077324390411,0.0565427914261817,-0.0172866079956293,-0.0092315077781677,-0.0106092489159266,-0.0069021855715827,-0.0050258974171133,0.9999072768716672
12745.82914741667,0.011993408203125,0.013763427734375,-1.030593872070312,12745.82417941667,-0.0099293381431255,-0.0123854212195242,-0.0208921963801285,0.0059642922133207,0.0064282109960913,0.0345189943909645,0.0027235904708504,-0.0038617998361587,0.0282543301582336,-0.0104763220223979,-0.0061403976207467,-0.0048995953770346,0.9999142564049296
12745.83908441667,-0.0228729248046875,0.020050048828125,-0.989532470703125,12745.83411641667,-0.0097770744625763,-0.0121857530581462,-0.0207632503760431,0.0178150925785303,0.0425418056547641,0.0029490822926163,0.0241762343794107,-0.0069982632994651,-0.0308836102485656,-0.0104109052176037,-0.006041688740339,-0.0048249118731972,0.9999159209252172
12745.84902141667,-0.0035247802734375,0.0149688720703125,-1.010604858398438,12745.84405341667,-0.0097280102119957,-0.0117313182308476,-0.0206683577939011,0.0002198535948991,0.0365523546934127,0.0106304381042718,-0.0111443800851702,-0.0006167702376842,0.0101851820945739,-0.0103622237612888,-0.0058149793614867,-0.0048030279169366,0.999917864999854
12745.85895841667,-0.005889892578125,0.01861572265625,-1.007659912109375,12745.85399041667,-0.0096706644000052,-0.0117532970534886,-0.0207258894667984,-0.0060297865420579,-0.0299869552254676,0.00056888256222,0.0082257241010665,-0.005755465477705,-0.0108886361122131,-0.0103908721926903,-0.0058261237397766,-0.004774072681084,0.9999177136219076
12745.86889541667,-0.009735107421875,0.0159149169921875,-1.001434326171875,12745.86392641667,-0.0097055758085822,-0.0121105381241341,-0.0207767425552394,-0.0103121493011713,-0.0366041101515293,-0.0059646503068506,0.0062177358195185,-0.0021594557911157,-0.0079490542411804,-0.010417254180766,-0.0060044231923219,-0.0047895156795945,0.9999162922788426
