acc_t,acc_x,acc_y,acc_z,gyr_t,gyr_x,gyr_y,gyr_z
0.0,0.057098388671875,-0.3843841552734375,-0.8619842529296875,83112.68869550001,-0.0491885840892791,-0.2255806624889374,0.0127022126689553
0.010005999996792525,0.0392608642578125,-0.36181640625,-0.8543243408203125,83112.6987015,0.0464508570730686,-0.1198670119047165,-0.0152170360088348
0.020011000000522472,0.04315185546875,-0.34478759765625,-0.876983642578125,83112.70870650001,0.1071139350533485,-0.0765650793910026,-0.0461216904222965
0.030016999997314997,0.0411376953125,-0.35223388671875,-0.8923492431640625,83112.7187125,0.1220524087548256,-0.0567578226327896,-0.0605757273733615
0.04002299999410752,0.0379638671875,-0.364593505859375,-0.9030914306640624,83112.7287185,0.1116010993719101,-0.0789747089147567,-0.0602944977581501
0.05002899999090005,0.043182373046875,-0.375213623046875,-0.91937255859375,83112.7387245,0.086529828608036,-0.1119054928421974,-0.0829153880476951
0.060033999994629994,0.0570068359375,-0.3798065185546875,-0.929290771484375,83112.7487295,0.020666129887104,-0.1275571584701538,-0.1148147359490395
0.07003999999142252,0.05010986328125,-0.3863677978515625,-0.93475341796875,83112.7587355,-0.0593962147831916,-0.154046818614006,-0.1578397005796432
0.08004600000276696,0.0360107421875,-0.38458251953125,-0.9386444091796876,83112.76874150001,-0.1316602975130081,-0.1853900998830795,-0.1963058561086655
0.09005199999955948,0.030303955078125,-0.38153076171875,-0.935516357421875,83112.77874750001,-0.1690073907375336,-0.209489569067955,-0.2234328240156174
0.10005700000328943,0.0266876220703125,-0.37841796875,-0.9408111572265624,83112.78875250001,-0.171903058886528,-0.2437053322792053,-0.2423631101846695
0.11006300000008196,0.02764892578125,-0.3739013671875,-0.94232177734375,83112.79875850001,-0.1414756327867508,-0.2355336993932724,-0.2404102087020874
0.12006899999687448,0.0394744873046875,-0.37957763671875,-0.9453277587890624,83112.8087645,-0.0755839720368385,-0.2270182371139526,-0.2219710201025009
0.130074999993667,0.0336761474609375,-0.383880615234375,-0.957122802734375,83112.8187705,0.0145397940650582,-0.2219592928886414,-0.1962211728096008
0.14008099999045953,0.0204315185546875,-0.384979248046875,-0.95635986328125,83112.8287765,0.1013356745243073,-0.2041888236999512,-0.1740101426839828
0.15008599999418948,0.00732421875,-0.3823394775390625,-0.95233154296875,83112.8387815,0.1640989184379578,-0.1789995729923248,-0.1622397750616074
0.160091999990982,-0.0045623779296875,-0.37322998046875,-0.9470062255859376,83112.8487875,0.1963860243558884,-0.1237453743815422,-0.1410926729440689
