acc_t,acc_x,acc_y,acc_z,gyr_t,gyr_x,gyr_y,gyr_z
0.0,-0.000732421875,0.0034942626953125,-1.001785278320312,82566.900102875,-0.0053572147153317,-0.0115831531584262,0.0052395029924809
0.010005000003729947,-0.0003204345703125,0.00390625,-1.002578735351562,82566.91010787501,-0.0042796996422111,-0.0127336382865905,0.0035747610963881
0.02000999999290798,-0.000518798828125,0.00433349609375,-1.001129150390625,82566.91010787501,-0.0042796996422111,-0.0127336382865905,0.0035747610963881
0.030014999996637926,-0.0004425048828125,0.003936767578125,-0.9988861083984376,82566.930117875,-0.0043963463976979,-0.0135682728141546,0.0073780212551355
0.04002000000036787,-0.0001373291015625,0.00531005859375,-1.001205444335938,82566.940122875,-0.0040935450233519,-0.0135557558387517,0.0057303234934806
0.0500259999971604,-0.00067138671875,0.0048980712890625,-1.00140380859375,82566.950128875,-0.0044512073509395,-0.0131432320922613,0.0047191213816404
0.060031000000890344,0.000152587890625,0.0037689208984375,-1.000900268554688,82566.960133875,-0.0072419340722262,-0.0130524188280105,0.0066182217560708
0.07003600000462029,-0.0009307861328125,0.00347900390625,-1.00006103515625,82566.97013887501,-0.0055755940265953,-0.0119072590023279,0.0039097866974771
0.08004099999379832,-0.00177001953125,0.003631591796875,-1.001998901367188,82566.980143875,-0.0043321643024683,-0.0139696113765239,0.0052802492864429
0.09004599999752827,-0.0010833740234375,0.0034027099609375,-1.00140380859375,82566.980143875,-0.0043321643024683,-0.0139696113765239,0.0052802492864429
0.1000519999943208,-0.00177001953125,0.00311279296875,-1.001190185546875,82567.000154875,-0.0044418862089514,-0.0152127752080559,0.0049683931283652
0.11005699999805074,-0.0012664794921875,0.003936767578125,-0.9993438720703124,82567.010159875,-0.0040607880800962,-0.0121986092999577,0.0027499801944941
0.12006200000178069,-0.000213623046875,0.0042572021484375,-1.00054931640625,82567.02016487501,-0.0036967338528484,-0.0129690617322921,0.0058304583653807
0.13006700000551064,0.000457763671875,0.004608154296875,-1.001251220703125,82567.03016987501,-0.0061204768717288,-0.0140676153823733,0.0064456486143171
0.14007199999468867,0.000640869140625,0.0041046142578125,-1.0009765625,82567.040174875,-0.0040181772783398,-0.0120982080698013,0.0071585769765079
0.1500779999914812,0.00018310546875,0.00384521484375,-1.001068115234375,82567.050180875,-0.0040898164734244,-0.0119160478934645,0.0079165128991007
0.16008299999521114,4.57763671875e-05,0.003814697265625,-1.001220703125,82567.060185875,-0.0036855486687272,-0.0127773145213723,0.0066533754579722
0.1700879999989411,-0.0001220703125,0.0034332275390625,-1.000152587890625,82567.070190875,-0.0040661143139004,-0.0104760769754648,0.0042464104481041
0.18009312500362284,-0.0008087158203125,0.0032958984375,-1.00067138671875,82567.08019600001,-0.0024319987278431,-0.014446317218244,0.0053630736656486
0.19009812499280088,-0.000518798828125,0.003326416015625,-1.000839233398438,82567.090201,-0.0047827707603573,-0.0120745059102773,0.0050469567067921
0.20010412500414532,-9.1552734375e-05,0.003448486328125,-1.000030517578125,82567.10020700001,-0.0009297095239162,-0.0133719984441995,0.0035140409599989
0.21010912499332335,-0.0009765625,0.0038909912109375,-0.99951171875,82567.110212,-0.0046024750918149,-0.0125043401494622,0.0063620256260037
0.2201141249970533,-0.001800537109375,0.002685546875,-1.004531860351562,82567.120217,-0.0058597531169652,-0.0137056922540068,0.0077410102821886
0.23011912500078324,-0.0023193359375,0.0036163330078125,-1.002426147460938,82567.130222,-0.0064110276289284,-0.0129834432154893,0.0048775793984532
0.2401241250045132,-0.0030670166015625,0.0048828125,-0.99798583984375,82567.14022700001,-0.0036605149507522,-0.0109967244789004,0.0052205948159098
0.2501301250013057,-0.001922607421875,0.0055084228515625,-0.9994964599609376,82567.15023300001,-0.0041180457919836,-0.0101503720507025,0.0044357609003782
0.26013512500503566,-0.0020751953125,0.0049591064453125,-1.003463745117188,82567.16023800001,-0.0031337416730821,-0.0131743913516402,0.0050429617986083
0.2701401249942137,-0.0006866455078125,0.004364013671875,-1.002120971679688,82567.16023800001,-0.0031337416730821,-0.0131743913516402,0.0050429617986083
0.28014512499794364,-0.0003509521484375,0.0041351318359375,-0.998992919921875,82567.170243,-0.0025955168530344,-0.0144575024023652,0.0079351551830768
0.2901501250016736,0.0009765625,0.0032196044921875,-1.001678466796875,82567.19025300001,-0.0027454528026282,-0.0127759827300906,0.006678675301373
0.30015512500540353,0.0001220703125,0.0033111572265625,-1.000457763671875,82567.20025800001,-0.0018698053900152,-0.011642275378108,0.0055199339985847
0.31016112500219606,0.000762939453125,0.0028533935546875,-0.999481201171875,82567.21026400001,-0.0031047132797539,-0.0152114434167742,0.0066155586391687
0.320166125005926,0.0002593994140625,0.00341796875,-1.00201416015625,82567.22026900001,-0.0050975563935935,-0.0143539058044552,0.0059423111379146
0.33017112499510404,-0.0005950927734375,0.003997802734375,-1.001327514648438,82567.230274,-0.0051167313940823,-0.0112942000851035,0.0061654839664697
0.340176124998834,-0.0009918212890625,0.0036773681640625,-1.000595092773438,82567.240279,-0.0044296355918049,-0.0131024857982993,0.0061593591235578
0.35018112500256393,-0.0012054443359375,0.004547119140625,-0.999603271484375,82567.25028400001,-0.0046208505518734,-0.0121908858418464,0.0067636300809681
0.36018712499935646,-0.0005950927734375,0.0039520263671875,-1.001373291015625,82567.26029,-0.0045204497873783,-0.0138963740319013,0.0066421898081898
0.3701921250030864,-0.0008087158203125,0.003875732421875,-1.00103759765625,82567.27029500001,-0.006264021154493,-0.0139917153865099,0.0055566853843629
0.38019712499226443,-0.000335693359375,0.0049285888671875,-1.000350952148438,82567.2803,-0.0042014028877019,-0.008929313160479,0.0069686933420598
0.3902021249959944,-0.0006103515625,0.0040130615234375,-1.002578735351562,82567.290305,-0.0056869140826165,-0.0116278938949108,0.005381183233112
