acc_t,acc_x,acc_y,acc_z,gyr_t,yaw,roll,pitch,gyr_x,gyr_y,gyr_z,acc_x_2,acc_y_2,acc_z_2,quat_x,quat_y,quat_z,quat_w
15879.46700466667,0.0136871337890625,0.03802490234375,-1.001708984375,15879.46203466667,-0.0146832175251672,0.0138521468962291,-0.0391394560217934,0.0600990206003189,0.0388969294726848,-0.0175053626298904,0.0006700055673718,0.000543363392353,-0.0086589455604553,-0.0195166438190498,0.0070681644553996,-0.0074754887873907,0.9997566242619722
15879.47694366667,0.01824951171875,0.02618408203125,-0.9993896484375,15879.47197466667,-0.0147930861007163,0.0142649851845525,-0.0386357583099676,0.0347233563661575,0.0430875159800052,0.0086645875126123,-0.0005667302757501,-0.0006012693047523,-0.0025569200515747,-0.0192629121102476,0.0072737776286552,-0.0075326782278065,0.9997596594146304
15879.48688366667,0.018798828125,0.029876708984375,-1.00213623046875,15879.48191366667,-0.0143577916823326,0.0147007698694553,-0.0384983698476756,-0.004372114315629,0.0354490391910076,0.0710467398166656,0.0035601574927568,-0.0123048052191734,-0.0002385973930358,-0.0191942228261476,0.0074869418950428,-0.0073187853980204,0.9997609791735058
15879.49682366667,0.0135650634765625,0.03680419921875,-1.002517700195312,15879.49185366667,-0.0135966377064652,0.0151576483396895,-0.0384479930061522,0.0201894212514162,0.0582174360752105,0.078651525080204,0.0036529535427689,-0.0085618421435356,-0.0029900074005126,-0.0191703043938507,0.0077078546408653,-0.0069424970865789,0.9997623613442724
15879.50676366667,-0.021484375,0.0407562255859375,-1.005126953125,15879.50179366667,-0.0119217024954339,0.0160031122716435,-0.037971383413297,0.0654234811663627,0.0573343336582183,0.506106436252594,-0.0024258382618427,-0.0011580884456634,-0.003366470336914,-0.0189359196085307,0.0081130464460338,-0.0061114525777501,0.999769094105218
15879.51670266667,0.030029296875,0.0333251953125,-0.9954071044921876,15879.51173366667,-0.0107564048792708,0.0169713598112861,-0.0377931240594886,0.0046386909671127,0.1585732400417328,-0.025730937719345,-0.038442812860012,0.0029720664024353,-0.0059849023818969,-0.0188488562075061,0.0085855602542049,-0.0055373594600273,0.9997700879006548
15879.52664266667,0.0249176025390625,0.0242919921875,-0.99908447265625,15879.52167266667,-0.0103673296132261,0.0183529052794812,-0.0378602738132639,-0.0373652204871177,0.1288033574819565,0.0730616897344589,0.0116905663162469,-0.0045260600745677,0.003708004951477,-0.0188803978972445,0.0092726740795206,-0.0053561913244539,0.9997643432228444
15879.53658266667,0.023223876953125,0.0330963134765625,-1.00396728515625,15879.53161266667,-0.0094986388987429,0.019658429043454,-0.0386070473942701,-0.1053141802549362,0.1332126408815384,0.0935607030987739,0.0052750799804925,-0.0143054910004138,-2.270936965942383e-05,-0.0192545028648513,0.0099187826127081,-0.0049379090342221,0.9997531908826224
15879.54652266667,0.029876708984375,0.044952392578125,-1.0225830078125,15879.54155266667,-0.0084586773401109,0.0204965453022868,-0.0393492970803816,-0.0312559232115745,0.0120071284472942,0.0997371077537536,0.002744622528553,-0.0062428563833236,-0.0049512386322021,-0.019628837361268,0.0103292196776647,-0.0044298986118454,0.9997440965460106
15879.55646166667,0.0121307373046875,0.0487518310546875,-1.006378173828125,15879.55149166667,-0.0079380020052102,0.0200204121486965,-0.0391316069091162,0.0608596205711364,-0.0780619084835052,-0.0092327864840626,0.0098729524761438,0.0058307461440563,-0.0235487818717956,-0.0195236987568289,0.010085691801901,-0.0041638725237156,0.9997498467071788
15879.56640166667,0.0123443603515625,0.0366058349609375,-0.9954986572265624,15879.56143166667,-0.0085107084952986,0.0195273194626246,-0.0384046009673305,0.0753645226359367,-0.0068223541602492,-0.0917260646820068,-0.0073809493333101,0.0103566460311412,-0.0073060393333435,-0.0191584927862096,0.0098433200764445,-0.0044418228347812,0.9997580954463908
15879.57634166667,0.01873779296875,0.031890869140625,-0.99639892578125,15879.57137166667,-0.0095020029305624,0.019752387931512,-0.0376587107249366,0.0734864622354507,0.0612062998116016,-0.0978697165846824,-0.0073927491903305,-0.0010440051555633,0.0035974383354187,-0.018780199213391,0.0099636194518665,-0.0049358559234963,0.9997618188252984
