time_acc,acc_x,acc_y,acc_z,time_gyr,gyr_x,gyr_y,gyr_z,time_mag,mag_x,mag_y,mag_z
106536.103892875,0.003387451171875,0.002914428710938,-0.999893188476562,106536.103892875,-0.004226969089359,-0.013603692874312,0.004192880820483,106536.102113875,-100.884231567383,-2.621337890625,-196.180374145508
106536.113898875,0.0032958984375,0.003463745117188,-1.00125122070313,106536.113898875,-0.005343632772565,-0.013035907410085,0.003017361508682,106536.112191875,-100.992904663086,-2.61175537109375,-196.452941894531
106536.123904875,0.003768920898438,0.002243041992188,-1.000244140625,106536.123904875,-0.003908987622708,-0.012055330909789,0.00401178561151,106536.122269875,-100.637802124023,-2.54548645019531,-196.060821533203
106536.133910875,0.003555297851563,0.001693725585938,-1.0001220703125,106536.133910875,-0.00456758774817,-0.013873470947147,0.003767573973164,106536.132345875,-100.868408203125,-2.73036193847656,-195.606842041016
106536.143916875,0.0025634765625,0.000320434570313,-1.00019836425781,106536.143916875,-0.004204865079373,-0.012554408051074,0.006171342916787,106536.142423875,-100.663558959961,-2.56465148925781,-195.824935913086
106536.153922875,0.001541137695313,-0.001876831054688,-1.00090026855469,106536.153922875,-0.003938548732549,-0.012240421026945,0.005142563953996,106536.152501875,-100.833847045898,-2.72628784179687,-195.964706420898
106536.163927875,0.0001220703125,-0.00103759765625,-1.0009765625,106536.163927875,-0.003601925447583,-0.010462760925293,0.003875964554027,106536.162580875,-100.91015625,-2.39927673339844,-195.741973876953
106536.173933875,0.001205444335938,0.000137329101563,-0.999725341796875,106536.173933875,-0.001970739103854,-0.011902465485036,0.006154298782349,106536.172658875,-100.593307495117,-2.6343994140625,-196.378829956055
106536.183939875,0.00244140625,0.00152587890625,-1.00149536132813,106536.183939875,-0.001776328426786,-0.015719840303063,0.006490656174719,106536.182736875,-100.845153808594,-2.63873291015625,-195.867736816406
106536.193945875,0.00335693359375,0.003753662109375,-0.999649047851562,106536.193945875,-0.005247758701444,-0.014297446236014,0.004648547619581,106536.192815875,-100.495300292969,-2.59440612792969,-195.990188598633
106536.203951875,0.004913330078125,0.003646850585938,-1.00019836425781,106536.203951875,-0.003951864782721,-0.012591158971191,0.005058674607426,106536.202893875,-100.883804321289,-2.64064025878906,-195.839645385742
106536.213957875,0.005447387695313,0.002517700195313,-1.00128173828125,106536.213957875,-0.002524943090975,-0.012950952164829,0.005305016878992,106536.212971875,-100.762023925781,-2.5247802734375,-195.918167114258
106536.223962875,0.002731323242188,0.001083374023438,-1.00039672851563,106536.223962875,-0.000531300611328,-0.014920892193914,0.004997421521693,106536.223049875,-100.701034545898,-2.57588195800781,-196.090560913086
106536.233968875,0.001815795898438,0.00018310546875,-1.00099182128906,106536.233968875,-0.003752660239115,-0.011940815486014,0.006651244591922,106536.233125875,-100.78337097168,-2.72616577148437,-195.799545288086
106536.243974875,0.001296997070313,-0.000595092773438,-1.00096130371094,106536.243974875,-0.00694126309827,-0.014945926144719,0.00662674382329,106536.243203875,-100.93815612793,-2.78256225585937,-196.020034790039
106536.253980875,0.00177001953125,-0.000885009765625,-1.00117492675781,106536.253980875,-0.002859702333808,-0.011079815216363,0.007204649504274,106536.253281875,-100.798538208008,-2.68380737304687,-195.700241088867
106536.263986875,0.001113891601563,0.000701904296875,-1,106536.263986875,-0.001361940521747,-0.013801299966872,0.006302370689809,106536.263359875,-100.912048339844,-2.80470275878906,-196.250595092773
106536.273992875,0.002151489257813,0.001693725585938,-0.9991455078125,106536.273992875,-0.00359926209785,-0.014187724329531,0.006199306342751,106536.273436875,-100.888427734375,-2.8948974609375,-196.213836669922
106536.283997875,0.004104614257813,0.002838134765625,-1.00007629394531,106536.283997875,-0.003150519449264,-0.01367799565196,0.006407032720745,106536.283515875,-100.568939208984,-2.60121154785156,-196.594131469727
106536.294003875,0.004592895507813,0.003128051757813,-1.00076293945313,106536.294003875,-0.003197124926373,-0.01318371295929,0.004962534178048,106536.293593875,-100.583923339844,-3.0465087890625,-196.262329101563
106536.304009875,0.003875732421875,0.0035400390625,-0.999465942382812,106536.304009875,-0.004232828039676,-0.013839649036527,0.006196643225849,106536.303671875,-100.760971069336,-2.89059448242187,-196.530776977539
106536.314015875,0.003021240234375,0.001937866210938,-1,106536.314015875,-0.00401604687795,-0.014347247779369,0.006068811286241,106536.313750875,-100.87451171875,-2.87306213378906,-196.367431640625
106536.324021875,0.002517700195313,-0.00048828125,-1.00047302246094,106536.324021875,-0.00442084716633,-0.012210593558848,0.005890912376344,106536.323828875,-100.866760253906,-2.79307556152344,-196.252746582031
106536.334026875,0.001571655273438,-0.000991821289063,-1.00009155273438,106536.334026875,-0.004242948256433,-0.013283315114677,0.005472529679537,106536.333906875,-100.776443481445,-2.86679077148437,-196.436538696289
106536.344032875,0.001449584960938,6.103515625E-05,-1.00016784667969,106536.344032875,-0.002500708214939,-0.014357633888722,0.006592388730496,106536.343985875,-101.071151733398,-2.8680419921875,-196.765716552734
106536.354038875,0.001815795898438,-0.000289916992188,-1.0009765625,106536.354038875,-0.004271177574992,-0.01231552194804,0.006096241995692,106536.354062875,-100.737777709961,-2.81631469726562,-196.240615844727
106536.364044875,0.002166748046875,0.001388549804688,-1.00053405761719,106536.364044875,-0.006872287020087,-0.014156298711896,0.00440540118143,106536.364140875,-100.909103393555,-2.61801147460937,-196.066375732422
106536.374050875,0.003128051757813,0.003128051757813,-1.00141906738281,106536.374050875,-0.002266349969432,-0.010798585601151,0.004982508253306,106536.374218875,-101.003280639648,-2.50244140625,-195.941757202148
106536.384057042,0.005035400390625,0.002761840820313,-1.00071716308594,106536.384057042,-0.003963582683355,-0.015067100524902,0.004396080039442,106536.384297875,-100.933547973633,-2.50521850585937,-196.082733154297
106536.394062042,0.004470825195313,0.001968383789063,-1.00094604492188,106536.394062042,-0.002857571933419,-0.009295230731368,0.005832589231431,106536.394376042,-100.694152832031,-2.91783142089844,-196.404281616211
106536.404068042,0.003097534179688,0.002288818359375,-1.00035095214844,106536.404068042,-0.003059972077608,-0.012381568551064,0.004800081718713,106536.404455042,-101.018341064453,-2.75588989257812,-195.922088623047
106536.414074042,0.00103759765625,0.000106811523438,-1.00068664550781,106536.414074042,-0.003839479293674,-0.013832724653184,0.005395830608904,106536.414534042,-101.023956298828,-2.63896179199219,-195.946258544922
106536.424080042,0.000656127929688,-0.00146484375,-1.00137329101563,106536.424080042,-0.000226901320275,-0.014896125532687,0.003682619193569,106536.424612042,-101.130325317383,-2.56016540527344,-196.491165161133
106536.434086042,0.001266479492188,-0.001113891601563,-1.00056457519531,106536.434086042,-0.00204717181623,-0.012804478406906,0.003547330619767,106536.434689042,-100.845947265625,-2.63679504394531,-196.13313293457
106536.444092042,0.002090454101563,0.001220703125,-1.0010986328125,106536.444092042,-0.004822185728699,-0.011213771998882,0.002741457894444,106536.444768042,-100.795394897461,-2.72456359863281,-196.544982910156
106536.454097042,0.00250244140625,0.002548217773438,-1.0015869140625,106536.454097042,-0.005437109619379,-0.012113654054701,0.004216050263494,106536.454846042,-101.038360595703,-2.52033996582031,-196.032165527344
106536.464103042,0.003829956054688,0.002792358398438,-1.00152587890625,106536.464103042,-0.005433913785964,-0.014496916905046,0.005526325665414,106536.464925042,-100.94938659668,-2.53956604003906,-195.811065673828
106536.474109042,0.005279541015625,0.002151489257813,-1.00155639648438,106536.474109042,-0.003181944834068,-0.013954698108137,0.004575044382364,106536.475004042,-100.977386474609,-2.70730590820312,-196.090438842773
106536.484115042,0.004562377929688,0.001815795898438,-1.00007629394531,106536.484115042,-0.002958505647257,-0.013707823120058,0.004939364735037,106536.485083042,-101.060104370117,-2.81752014160156,-196.119812011719
