loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT)
2022-03-30 11:46:14.021 -0400,1,213482.5663884167,-0.0246124267578125,-0.2701263427734375,-0.9072418212890625,213482.4713454167,-0.1562196910381317,0.1349993646144867,-0.1662206649780273,213482.5602164167,-125.181884765625,16.0029296875,-216.0498352050781
2022-03-30 11:46:14.122 -0400,2,213482.6664344167,-0.0894775390625,-0.13134765625,-0.993927001953125,213482.5713914167,-0.4152731001377106,-0.01004304643720388,-0.6168009042739868,213482.6610484167,-127.1908569335938,20.60160827636719,-216.1525115966797
2022-03-30 11:46:14.221 -0400,3,213482.7664804167,-0.1478271484375,-0.16998291015625,-0.9244384765625,213482.6714374167,-1.00613796710968,-1.000530958175659,0.8022474646568298,213482.7618804167,-130.6710510253906,24.795166015625,-213.9200134277344
2022-03-30 11:46:14.321 -0400,4,213482.8665274167,-0.164825439453125,-0.2169342041015625,-0.85626220703125,213482.7714834167,-1.069959878921509,-1.361119270324707,0.2399438917636871,213482.8627154167,-131.8963928222656,27.18453979492188,-212.5831909179688
2022-03-30 11:46:14.425 -0400,5,213482.9665734167,-0.321319580078125,-0.4381103515625,-0.9372406005859375,213482.8715294167,-0.9790714979171753,-0.1326392740011215,0.5847612023353577,213482.9635494167,-134.5949096679688,26.96597290039062,-211.138671875
2022-03-30 11:46:14.521 -0400,6,213483.0666194167,-0.21221923828125,-0.167938232421875,-0.9574127197265625,213482.9715754167,1.063797235488892,-0.3826765418052673,-0.8534680008888245,213483.0643874167,-132.5380401611328,24.55636596679688,-212.5022735595703
2022-03-30 11:46:14.622 -0400,7,213483.1666654167,-0.137969970703125,-0.2554779052734375,-1.061965942382812,213483.0716214167,-0.3526930809020996,0.7555744647979736,-0.1005090326070786,213483.1652254167,-131.1838684082031,25.13807678222656,-213.7106170654297
2022-03-30 11:46:14.723 -0400,8,213483.2667119167,-0.177398681640625,-0.2198333740234375,-1.054901123046875,213483.1716674167,-0.2600020170211792,-0.3526957333087921,0.002315352205187082,213483.2660559167,-129.8201446533203,26.46524047851562,-214.7044525146484
2022-03-30 11:46:14.822 -0400,9,213483.3667579167,-0.1330718994140625,-0.124237060546875,-0.90655517578125,213483.2717139167,-0.2826359570026398,0.3679428696632385,-0.1721360832452774,213483.3668939167,-128.5377349853516,26.50425720214844,-215.4267272949219
2022-03-30 11:46:14.922 -0400,10,213483.4668039167,-0.0475006103515625,-0.122467041015625,-0.9388885498046875,213483.3717599167,-0.2450081557035446,1.013473153114319,-0.7244144082069397,213483.4677279167,-126.8885803222656,27.34542846679688,-216.7642974853516
2022-03-30 11:46:15.023 -0400,11,213483.5668499167,-0.0032806396484375,0.008026123046875,-1.016860961914062,213483.4718059167,-0.4768120944499969,0.2520999014377594,0.2871300280094147,213483.5685649167,-124.5737609863281,31.15615844726562,-217.5825042724609
2022-03-30 11:46:15.122 -0400,12,213483.6668959167,-0.0053558349609375,-0.0006561279296875,-1.000503540039062,213483.5718519167,0.008814264088869095,-0.03305036202073097,0.006014483049511909,213483.6694009167,-124.6708526611328,31.13017272949219,-217.7756042480469
2022-03-30 11:46:15.222 -0400,13,213483.7669419167,-0.0078277587890625,-0.0045166015625,-1.001113891601562,213483.6718979167,-0.002877279184758663,-0.01488973386585712,0.006983074825257063,213483.7702379167,-124.4808349609375,30.82778930664062,-217.6829681396484
2022-03-30 11:46:15.323 -0400,14,213483.8669879167,-0.0050201416015625,-0.00250244140625,-1.003921508789062,213483.7719439167,-0.005335909314453602,-0.01413126569241285,0.00806005671620369,213483.8609979167,-124.8731994628906,31.03378295898438,-217.3954620361328
2022-03-30 11:46:15.422 -0400,15,213483.9670339167,-0.006591796875,9.1552734375e-05,-1.001266479492188,213483.8719899167,-0.002766491612419486,-0.01107688620686531,0.00390286254696548,213483.9618249167,-124.5211334228516,31.08877563476562,-217.6667022705078
2022-03-30 11:46:15.522 -0400,16,213484.0670799167,-0.0066375732421875,-0.0050506591796875,-1.0015869140625,213483.9720359167,-0.006745520513504744,-0.01247930619865656,0.008688562549650669,213484.0626489167,-124.6603393554688,31.06224060058594,-217.5115203857422
2022-03-30 11:46:15.623 -0400,17,213484.1671259167,-0.0065765380859375,-0.0035247802734375,-1.000991821289062,213484.0720819167,-0.004467719234526157,-0.01020603254437447,0.00759933004155755,213484.1634639167,-124.9255523681641,30.87681579589844,-216.8893585205078
2022-03-30 11:46:15.722 -0400,18,213484.267172375,-0.006317138671875,-0.0003814697265625,-1.000961303710938,213484.1721279167,-0.004366252571344376,-0.01225347071886063,0.005835252348333597,213484.264286375,-124.7393798828125,30.88648986816406,-217.3795776367188
2022-03-30 11:46:15.822 -0400,19,213484.367218375,-0.006378173828125,-0.0035247802734375,-1.000869750976562,213484.272174375,-0.005262140184640884,-0.01237011700868607,0.005419266410171986,213484.365105375,-124.5328521728516,31.25141906738281,-217.3806457519531
2022-03-30 11:46:15.923 -0400,20,213484.467264375,-0.006591796875,-0.002960205078125,-1.000091552734375,213484.372220375,-0.003346794517710805,-0.01210433337837458,0.004984105937182903,213484.465927375,-124.87255859375,31.27825927734375,-216.8689117431641
