loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
2022-02-17 15:13:20.386 -0500,1645128795.125436,34.01174545004118,-80.98436736994461,63.74554,-1,-1,188.5055694580078,124.3333333333333,-9999,3269.2255755,0.0054168701171875,0.034149169921875,-1.00225830078125,3269.1808545,-0.07879083892694695,0.004123516455838636,-0.03422159083157836,-0.001103967428207397,-0.007947647012770176,-0.003803418017923832,-6.237346678972244e-05,0.0001774430274963379,-0.004668116569519043,XArbitraryZVertical,-0.01701545561981764,0.002733733274867121,-0.03941462525466596,0.9990744372200117,0.004121090285480022,0.03421491011977196,-0.9994059801101685,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:20.490 -0500,1645128795.125436,34.01174545004118,-80.98436736994461,63.74554,-1,-1,188.5055694580078,124.3333333333333,-9999,3269.3249535,0.0045318603515625,0.0343780517578125,-1.002059936523438,3269.2802335,-0.07888415808841445,0.003777840136756358,-0.03430077721586776,0.002100614365190268,3.071874380111694e-05,0.002749023959040642,0.0006340597756206989,-0.000954553484916687,-0.003876030445098877,XArbitraryZVertical,-0.01706170517283655,0.00256340915292721,-0.03945834902902196,0.99907235008717,0.003775608958676457,0.03429405018687248,-0.9994046688079834,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:20.585 -0500,1645128800.251143,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,22.91822709961201,32.86743302349902,-9999,3269.4243325,0.0047454833984375,0.0357818603515625,-1.000946044921875,3269.3796125,-0.07889485042188617,0.004310538739278625,-0.03441630770148213,-0.01602805592119694,-0.0150291919708252,-0.00305187376216054,0.001612315885722637,0.000852588564157486,-0.005484282970428467,XArbitraryZVertical,-0.0171088911654575,0.002831877932232532,-0.03946831774123514,0.9990704425649303,0.004307972732931376,0.03440951555967331,-0.9993985295295715,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:20.684 -0500,1645128800.251143,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,22.91822709961201,32.86743302349902,-9999,3269.523711375,0.005340576171875,0.0355377197265625,-1.0029296875,3269.4789905,-0.07873056273543487,0.004371064194058806,-0.03469330758858158,-0.0004277909174561501,0.01504492200911045,0.001364046707749367,-0.003269908018410206,-0.0002787336707115173,-0.003708839416503906,XArbitraryZVertical,-0.01724630520209832,0.002866152234925406,-0.03938697975877582,0.9990711000989743,0.004368419758975506,0.03468634933233261,-0.9993886947631836,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:20.783 -0500,1645128800.251143,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,22.91822709961201,32.86743302349902,-9999,3269.623089375,0.0058441162109375,0.034454345703125,-1.002471923828125,3269.578369375,-0.07862764823682397,0.004717413845787577,-0.03465354988299036,0.00219089537858963,0.00125444121658802,0.004138128366321325,0.001694005448371172,-0.001642812043428421,-0.005158603191375732,XArbitraryZVertical,-0.01721977917778102,0.003037498455516001,-0.03933852113757394,0.9990730085329468,0.004714563954621553,0.03464661538600922,-0.9993885159492493,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:20.882 -0500,1645128800.251143,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,22.91822709961201,32.86743302349902,-9999,3269.722468375,0.0055389404296875,0.033905029296875,-1.005264282226562,3269.677747375,-0.0786572719655472,0.003758968071202074,-0.03467894286438318,0.002495561027899384,-0.003094568848609924,-0.0003639454953372478,0.001217544544488192,-0.001515600830316544,-0.002897143363952637,XArbitraryZVertical,-0.01725127599535024,0.002559473599865489,-0.03934507789102597,0.9990735447963335,0.003756699152290821,0.03467199206352234,-0.9993916749954224,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:20.991 -0500,1645128800.251143,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,22.91822709961201,32.86743302349902,-9999,3269.821846375,0.003509521484375,0.0348663330078125,-1.002243041992188,3269.777126375,-0.07881040840028831,0.003720890044556304,-0.034785587553631,0.0007442664355039597,-0.003687020391225815,-0.001707909861579537,0.002079588361084461,-0.001347523182630539,-0.00373995304107666,XArbitraryZVertical,-0.0173051030611911,0.002543871690335312,-0.03942130843831994,0.9990696688178017,0.003718630410730839,0.03477857261896133,-0.9993880987167358,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:21.081 -0500,1645128800.251143,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,22.91822709961201,32.86743302349902,-9999,3269.921225375,0.0050811767578125,0.03399658203125,-1.002532958984375,3269.876505375,-0.07906398345964931,0.004674202024659329,-0.0346666075793689,-0.002605990041047335,0.0002522598952054977,-0.0009417179971933365,-0.0002617072314023972,-0.001243870705366135,-0.003495693206787109,XArbitraryZVertical,-0.0172264943886364,0.003019927445163444,-0.03955612635070551,0.9990643014018491,0.004671376664191484,0.03465966507792473,-0.9993882775306702,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:21.181 -0500,1645128800.251143,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,22.91822709961201,32.86743302349902,-9999,3270.020604375,0.0074005126953125,0.035858154296875,-1.002243041992188,3269.975883375,-0.07884414094236368,0.004813863104279758,-0.03464299740498754,-0.00161822373047471,-0.0002443529665470123,0.001971779856830835,0.002619952894747257,0.0003666356205940247,-0.005097687244415283,XArbitraryZVertical,-0.01721227718491108,0.003087334579166852,-0.03944748949066466,0.9990686549643281,0.004810956306755543,0.03463606908917427,-0.9993883967399597,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:21.280 -0500,1645128800.251143,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,22.91822709961201,32.86743302349902,-9999,3270.119982375,0.0055389404296875,0.0359649658203125,-1.002166748046875,3270.075262375,-0.07938376574959938,0.005188565054782292,-0.03467383096985116,-0.001380137167870998,0.01347878389060497,-0.001532939728349447,-0.003522336017340422,0.001144535839557648,-0.0004619359970092773,XArbitraryZVertical,-0.01721940494007945,0.003279764054976808,-0.0397203033466007,0.999057085599532,0.005185422953218222,0.03466688469052315,-0.9993854761123657,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:21.379 -0500,1645128800.251143,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,22.91822709961201,32.86743302349902,-9999,3270.219361375,0.00640869140625,0.0349578857421875,-1.005462646484375,3270.174641375,-0.07927301777262126,0.004834958077159519,-0.03455929886595799,0.0003591733984649181,-0.00384081806987524,0.00216539204120636,0.000752544030547142,0.001289516687393188,-0.00198209285736084,XArbitraryZVertical,-0.01716938575399022,0.003099906580684911,-0.03966183507661033,0.9990609015597447,0.004832052160054445,0.03455242142081261,-0.9993911981582642,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:21.492 -0500,1645128800.251143,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,22.91822709961201,32.86743302349902,-9999,3270.318740375,0.0063323974609375,0.0336456298828125,-1.005645751953125,3270.274019375,-0.07899535588106826,0.004606025844799936,-0.03440097302635633,0.001177030149847269,-0.009983234107494354,0.0007202276028692722,0.000309924129396677,5.919486284255981e-05,-0.002601146697998047,XArbitraryZVertical,-0.01709524956770085,0.002980041074098792,-0.03952103793120623,0.9990681764204562,0.004603284411132336,0.03439418971538544,-0.9993977546691895,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:21.578 -0500,1645128801.251132,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,13.06946115434973,21.77391732405725,-9999,3270.418118375,0.006927490234375,0.0338287353515625,-1.00347900390625,3270.373398375,-0.07868662524363652,0.005009228111206292,-0.03402145986949888,0.001629234757274389,0.005436236038804054,0.0008652363903820515,0.001814248971641064,-0.0001108236610889435,-0.0018271803855896,XArbitraryZVertical,-0.01689819234076545,0.003171362407697102,-0.03936991787632071,0.9990768223906922,0.005006308667361736,0.03401489555835724,-0.9994087815284729,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:21.677 -0500,1645128801.251132,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,13.06946115434973,21.77391732405725,-9999,3270.517496416667,0.0066986083984375,0.034210205078125,-1.0025634765625,3270.472777375,-0.07863393043871476,0.005292671734447457,-0.0338614693261559,0.001330161932855844,-0.001672971062362194,0.0001404569484293461,0.0006459346041083336,0.0009951181709766388,-0.005927860736846924,XArbitraryZVertical,-0.0168127776642898,0.003309367838320194,-0.03934583011739629,0.9990787898544619,0.005289613269269466,0.03385499864816666,-0.9994127750396729,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
2022-02-17 15:13:21.777 -0500,1645128801.251132,34.01184139960906,-80.9843726955574,100.3665,0,169.244047742686,13.06946115434973,21.77391732405725,-9999,3270.616875416667,0.0078887939453125,0.0344390869140625,-1.003707885742188,3270.572154416667,-0.07888873290384775,0.005900983848137946,-0.03416417553520473,-0.003184695262461901,0.01374766230583191,-0.0002193357795476913,-7.735099643468857e-06,0.0007231011986732483,-0.004629254341125488,XArbitraryZVertical,-0.01695156198484941,0.003621343827205021,-0.03947856934387547,0.9990701443162026,0.005897506140172482,0.03415752947330475,-0.9993990659713745,0,0,0,-1,-1,3263.84077125,unknown,2,2022-02-17 15:13:15.000 -0500,666821600.0862025,0,4.719999,100.947,1,1
