acc_t,acc_x,acc_y,acc_z,gyr_t,yaw,roll,pitch,gyr_x,gyr_y,gyr_z,acc_x_2,acc_y_2,acc_z_2,quat_x,quat_y,quat_z,quat_w
16214.080037625,-0.0247650146484375,-0.036041259765625,-0.997711181640625,16214.075067625,0.2527365224953997,-0.01739600771977,0.0159602608873494,-0.0097280694171786,0.0053630638867616,-0.0212037339806556,-0.0001547057181596,-0.0232250094413757,0.003322422504425,0.0090122946607428,-0.0076225591556945,0.1259545676843246,0.991965768018391
16214.089976625,-0.013275146484375,-0.0381622314453125,-0.9968414306640624,16214.085006625,0.2525891716050391,-0.0173623079797072,0.0158155831047366,-0.0187790878117084,0.0004287585616111,-0.0023307097144424,-0.014028076082468,-0.0202721320092678,-0.0010234117507934,0.0089378544093592,-0.0076156243323856,0.1258823265435134,0.9919757016943008
16214.099915625,-0.014556884765625,-0.0182342529296875,-1.000717163085938,16214.094945625,0.2526168187752391,-0.0173832301056342,0.0156209526295335,-0.0160325728356838,-0.0085350079461932,-0.0007316146511584,-0.0009455848485231,-0.0235184989869594,0.0038926005363464,0.00884274434858,-0.0076381428015982,0.1258968831900035,0.9919745161083676
16214.109854625,0.0222930908203125,-0.018280029296875,-0.990478515625,16214.104884625,0.2523411419093005,-0.0175772331093859,0.0155328270401416,-0.0060331998392939,-0.0450749099254608,-0.0539295896887779,0.0043143071234226,-0.0139935761690139,0.0017085671424865,0.0088101814737131,-0.0077411337198531,0.1257597223263364,0.9919913770499378
16214.119793625,-0.03253173828125,-0.0184478759765625,-1.016464233398438,16214.114823625,0.2499913857325272,-0.0167394303521084,0.0154930128349204,0.0012982157059013,-0.0491741821169853,-0.0498696006834507,-0.0321067571640014,0.0144395157694816,-0.00627201795578,0.0087291362024904,-0.0073383531056508,0.1245980213010367,0.9921417873903532
16214.129732625,-0.0217742919921875,-0.030609130859375,-1.003768920898438,16214.124762625,0.2496997350307568,-0.016886161324656,0.0155099940123303,-0.0089696012437343,-0.005708728916943,-0.0046611088328063,-0.0279622636735439,0.0056979497894644,-0.0197482705116272,0.0087456202080996,-0.0074113583437847,0.124452618080162,0.9921593699797224
16214.139671625,-0.0261993408203125,-0.015655517578125,-1.007659912109375,16214.134701625,0.2496235085351822,-0.0168995706559725,0.0154362274188351,-0.0098614944145083,0.0018449276685714,-0.0168610494583845,-0.0052437614649534,-0.0168825220316648,0.0026677846908569,0.0087095782057279,-0.0074229374059929,0.1244150896585691,0.9921643073333788
16214.149610625,-0.0086517333984375,-0.009490966796875,-1.004501342773438,16214.144640625,0.2494331394975026,-0.0168564379317438,0.0153544012790432,-0.0067583788186311,0.0005197394639253,-0.0122564435005188,-0.0120617654174566,-0.0041316980496048,-0.0086675286293029,0.0086655979939149,-0.0074074603021639,0.1243212177106844,0.9921765900335155
16214.159549625,-0.0160369873046875,0.0005645751953125,-1.009933471679688,16214.154579625,0.2493008867855571,-0.0168746417211417,0.0153646670529177,0.0044761663302779,-0.0050119794905185,-0.0171723738312721,-0.0001569706946611,0.002424587495625,-0.0076303482055664,0.0086713319501458,-0.0074164256985022,0.1242554834403716,0.992184692595392
16214.169488625,-0.024017333984375,-0.0059356689453125,-1.00970458984375,16214.164518625,0.2490304519096266,-0.0169541347774327,0.0154574046277848,0.0063281282782554,-0.0050215665251016,-0.0281688310205936,0.0061938390135765,0.010543436743319,-0.0060767531394958,0.0087212688188142,-0.0074512733570883,0.1241205424423081,0.9922008846136128
16214.179427625,-0.0252838134765625,-0.0116119384765625,-1.008987426757812,16214.174457625,0.2488779626560638,-0.0170054733274356,0.0156112305805536,0.0092972861602902,-0.0016556298360228,-0.001517113763839,-0.0040698181837797,0.0154732465744018,-0.011161208152771,0.0088001972389787,-0.0074678568431871,0.1240439437850213,0.992209653910424
16214.189366625,-0.024658203125,-0.0099029541015625,-1.006317138671875,16214.184396625,0.2488903384961939,-0.0169033896284652,0.0157010615393325,0.0055840411223471,0.0168421529233455,-0.0019922216888517,-0.0084443595260381,0.0037375036627054,-0.0097570419311523,0.0088384766647347,-0.007411580612753,0.124050114088308,0.9922089484850778
