loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
2021-12-13 15:41:48.818 -0500,1639428103.44459,33.99229565802003,-81.03096501567497,71.44005,-1,-1,4.635624885559082,35,-9999,15879.46700466667,0.0136871337890625,0.03802490234375,-1.001708984375,15879.46203466667,-0.01468321752516723,0.01385214689622918,-0.0391394560217934,0.06009902060031891,0.03889692947268486,-0.01750536262989044,0.0006700055673718452,0.0005433633923530579,-0.008658945560455322,XArbitraryZVertical,-0.01951664381904985,0.007068164455399676,-0.00747548878739077,0.9997566242619722,0.01384109538048506,0.03912946209311485,-0.9991382956504822,0,0,0,-1,-1,15844.37450879167,unknown,2,2021-12-13 15:41:13.669 -0500,,,,,,,,,,661120906.7586521,0,-0.28,101.8661,1,0.71
2021-12-13 15:41:48.827 -0500,,,,,,,,,,15879.47694366667,0.01824951171875,0.02618408203125,-0.9993896484375,15879.47197466667,-0.01479308610071636,0.01426498518455251,-0.03863575830996761,0.03472335636615753,0.04308751598000526,0.008664587512612343,-0.0005667302757501602,-0.0006012693047523499,-0.002556920051574707,XArbitraryZVertical,-0.01926291211024767,0.007273777628655238,-0.007532678227806537,0.9997596594146305,0.01425385661423206,0.03862614557147026,-0.9991520643234253,0,0,0,-1,-1,,,,,,,,,,,,,,,,,,1,0.71
2021-12-13 15:41:48.829 -0500,,,,,,,,,,15879.48688366667,0.018798828125,0.029876708984375,-1.00213623046875,15879.48191366667,-0.01435779168233264,0.01470076986945533,-0.03849836984767568,-0.004372114315629005,0.03544903919100761,0.07104673981666565,0.003560157492756844,-0.01230480521917343,-0.0002385973930358887,XArbitraryZVertical,-0.01919422282614761,0.007486941895042874,-0.007318785398020451,0.9997609791735058,0.01468934770673513,0.03848886117339134,-0.9991510510444641,0,0,0,-1,-1,,,,,,,,,,,,,,,,,,1,0.71
2021-12-13 15:41:48.830 -0500,,,,,,,,,,15879.49682366667,0.0135650634765625,0.03680419921875,-1.002517700195312,15879.49185366667,-0.01359663770646528,0.01515764833968951,-0.03844799300615227,0.02018942125141621,0.05821743607521057,0.07865152508020401,0.003652953542768955,-0.008561842143535614,-0.002990007400512695,XArbitraryZVertical,-0.01917030439385072,0.007707854640865357,-0.00694249708657897,0.9997623613442724,0.01514586620032787,0.03843852132558823,-0.9991461634635925,0,0,0,-1,-1,,,,,,,,,,,,,,,,,,1,0.71
2021-12-13 15:41:48.831 -0500,,,,,,,,,,15879.50676366667,-0.021484375,0.0407562255859375,-1.005126953125,15879.50179366667,-0.01192170249543396,0.01600311227164351,-0.03797138341329708,0.06542348116636276,0.05733433365821838,0.506106436252594,-0.002425838261842728,-0.001158088445663452,-0.003366470336914062,XArbitraryZVertical,-0.0189359196085307,0.008113046446033834,-0.006111452577750134,0.999769094105218,0.01599089428782463,0.03796225786209106,-0.9991512298583984,0,0,0,-1,-1,,,,,,,,,,,,,,,,,,1,0.71
2021-12-13 15:41:48.832 -0500,,,,,,,,,,15879.51670266667,0.030029296875,0.0333251953125,-0.9954071044921875,15879.51173366667,-0.01075640487927085,0.0169713598112861,-0.03779312405948863,0.00463869096711278,0.1585732400417328,-0.02573093771934509,-0.03844281286001205,0.002972066402435303,-0.005984902381896973,XArbitraryZVertical,-0.01884885620750611,0.008585560254204944,-0.0055373594600273,0.9997700879006547,0.01695842668414116,0.03778412938117981,-0.9991419911384583,0,0,0,-1,-1,,,,,,,,,,,,,,,,,,1,0.71
2021-12-13 15:41:48.833 -0500,,,,,,,,,,15879.52664266667,0.0249176025390625,0.0242919921875,-0.99908447265625,15879.52167266667,-0.01036732961322618,0.0183529052794812,-0.03786027381326399,-0.03736522048711777,0.1288033574819565,0.07306168973445892,0.01169056631624699,-0.004526060074567795,0.003708004951477051,XArbitraryZVertical,-0.01888039789724455,0.009272674079520662,-0.005356191324453953,0.9997643432228445,0.01833872310817242,0.03785122931003571,-0.9991151094436646,0,0,0,-1,-1,,,,,,,,,,,,,,,,,,1,0.71
2021-12-13 15:41:48.834 -0500,,,,,,,,,,15879.53658266667,0.023223876953125,0.0330963134765625,-1.00396728515625,15879.53161266667,-0.009498638898742941,0.01965842904345405,-0.03860704739427015,-0.1053141802549362,0.1332126408815384,0.09356070309877396,0.005275079980492592,-0.01430549100041389,-2.270936965942383e-05,XArbitraryZVertical,-0.01925450286485134,0.009918782612708161,-0.004937909034222188,0.9997531908826225,0.01964251510798931,0.03859745711088181,-0.9990617632865906,0,0,0,-1,-1,,,,,,,,,,,,,,,,,,1,0.71
2021-12-13 15:41:48.842 -0500,,,,,,,,,,15879.54652266667,0.029876708984375,0.044952392578125,-1.0225830078125,15879.54155266667,-0.008458677340110982,0.02049654530228682,-0.0393492970803816,-0.03125592321157455,0.01200712844729424,0.09973710775375366,0.002744622528553009,-0.006242856383323669,-0.004951238632202148,XArbitraryZVertical,-0.01962883736126808,0.01032921967766473,-0.004429898611845434,0.9997440965460106,0.02047924511134624,0.03933914378285408,-0.9990160465240479,0,0,0,-1,-1,,,,,,,,,,,,,,,,,,1,0.71
2021-12-13 15:41:48.852 -0500,,,,,,,,,,15879.55646166667,0.0121307373046875,0.0487518310546875,-1.006378173828125,15879.55149166667,-0.007938002005210238,0.0200204121486965,-0.03913160690911627,0.06085962057113647,-0.07806190848350525,-0.009232786484062672,0.009872952476143837,0.00583074614405632,-0.02354878187179565,XArbitraryZVertical,-0.01952369875682896,0.010085691801901,-0.004163872523715619,0.9997498467071789,0.02000374905765057,0.03912162035703659,-0.9990342259407043,0,0,0,-1,-1,,,,,,,,,,,,,,,,,,1,0.71
