acc_t,acc_x,acc_y,acc_z,gyr_t,yaw,roll,pitch,gyr_x,gyr_y,gyr_z,acc_x_2,acc_y_2,acc_z_2,quat_x,quat_y,quat_z,quat_w
16431.93000479167,-0.01153564453125,-0.0314178466796875,-0.98126220703125,16431.92503579167,0.0042866838640761,0.0021288435457335,0.0326928769765862,0.390522301197052,0.1159304305911064,0.0992217510938644,-0.0195837654173374,0.0343044623732566,-0.0099970698356628,0.0163433823470557,0.0010993113023295,0.0021604513792274,0.9998635151988234
16431.939943625,0.0124664306640625,-0.02056884765625,-1.005279541015625,16431.934974625,0.0051389002583251,0.0033723010368915,0.0361531300721973,0.2598553597927094,0.1174183338880539,0.0434719324111938,-0.0360544249415397,-0.0114164128899574,0.0268067121505737,0.0180711625870724,0.0017323127736493,0.0025995017670546,0.999831871955177
16431.949882625,0.0167999267578125,-0.0475006103515625,-1.006256103515625,16431.944912625,0.0052360229177139,0.0039998686768101,0.037600204556965,0.0865254029631614,0.0151881035417318,-0.0069741941988468,-0.0004569990560412,0.0244229882955551,-0.0006690025329589,0.0187936575983071,0.0020487885259375,0.0026551371452932,0.9998177749686684
16431.959820625,-0.000946044921875,-0.04522705078125,-0.980865478515625,16431.954851625,0.0053514479696185,0.0040985394005454,0.038471293866933,0.0812877640128135,0.005820432677865,0.0357985720038414,0.016152910888195,0.0016575865447521,-0.0070806741714477,0.0192288698543847,0.0021003478284364,0.0027146366880776,0.999809184122956
16431.969759625,-0.0105133056640625,-0.040618896484375,-0.973052978515625,16431.964790625,0.0055929914352348,0.0039451693982572,0.0388698493950178,0.0061538671143352,-0.0367821529507637,-0.0044883997179567,0.0039771250449121,-0.0086253136396408,0.0015409588813781,0.0194280720571091,0.0020265492548815,0.002834292939532,0.9998051917169232
16431.979698625,-0.0013580322265625,-0.040802001953125,-0.983367919921875,16431.974728625,0.0052389683717266,0.0035906368485471,0.0387868451506642,-0.0080178789794445,-0.0277391579002142,-0.0526853576302528,-0.0122091518715024,-0.0030777603387832,0.0269056558609008,0.0193874069263736,0.0018457711064098,0.0026537993895173,0.9998068369027168
16431.989636625,0.0009002685546875,-0.05120849609375,-0.9840545654296876,16431.984667625,0.0049485610504155,0.0036745794111312,0.0388094526448171,0.022318722680211,0.0433669760823249,0.0052612996660172,-0.0105535257607698,-0.0003696233034133,0.0206483602523803,0.0193988709955525,0.0018849467118463,0.0025094576992146,0.9998069141160584
16431.999575625,0.00054931640625,-0.0445098876953125,-0.994232177734375,16431.994606625,0.0052139018417411,0.0043157444937501,0.0389853498699862,0.0241115633398294,0.0728487968444824,0.0365644954144954,-0.003564778715372,-0.0082962773740291,0.0153441429138183,0.0194857050525729,0.0022082664111455,0.0026485065770205,0.99980416249509
16432.009514625,0.0067291259765625,-0.0352783203125,-1.007919311523438,16432.004544625,0.0055594130010296,0.0049416841565169,0.03908894846499,0.0108804460614919,0.065264917910099,0.029278352856636,-0.0046327207237482,-0.0116412453353405,0.0122549533843994,0.0195362270645203,0.0025246822135488,0.0028274514206581,0.9998020079337824
16432.019452625,-0.00213623046875,-0.035675048828125,-1.006668090820312,16432.014483625,0.0057664222851168,0.0054629997017147,0.0391942769634858,0.0055200345814228,0.0479004085063934,0.0121828559786081,-0.001613569445908,-0.000183455646038,-0.0025376677513122,0.0195878558136041,0.0027874594179255,0.0029361686622916,0.9997999326757626
